nama_hotel,nama_pelanggan,rating,ulasan,,,
XYZ,KK,5,Selalu yg terbaik ğ??,,,
XYZ,BB,5,Akomodasi sangat nyaman dan lokasi nya strategis. Pelayanan sangat baik dan kebersihan nya sangat memuaskan,,,
XYZ,LG,5,"Hotelnya sering penuh jadi harus pesen jauh hari. Kemarin juga request connecting room tp ngga ada. Overall worth it. Kamar nyaman, sarapan ok. Tp sayangnya malem ga bisa pesen makanan dari resto hotel.",,,
XYZ,Fauzan Hafitul,5,"Kamar Bersih, pelayanan ramah",,,
XYZ,Marsell Natallius,5,Bersih Rekomen sekali,,,
XYZ,Otheniel Hia,5,Bagus,,,
XYZ,BI,5,Staff nya ramah semua huhuw sarapan nya pun enak2 dan banyak pilihan,,,
XYZ,TT,5,"Keren, recomended..",,,
XYZ,Meila Dina Sari,5,Suka bgt hotelnya .. ramahh dan nyaman,,,
XYZ,FH,5,"Keramahtamahan, kamar bersih",,,
XYZ,Eko Prasetyoningsih,5,"Seneng menginap disini, check in dan check out cepat. Staff ramah, kamar luas dan ada kulkasnya jg. Sekitaran hotel byk kuliner. Sarapan agak berkurang variasinya skrg tetapi tetep enak rasanya. Kolam renang luas ada 2, yg 1 utk anak yg 1 utk dewasa.. Kmrn kolam anak byk daun2 berguguran. Yg pasti lumayan puas menginap dsini. Tks dprima tangerang dan tiket.com",,,
XYZ,Ratu Nurul Fathiyyah,5,bagus,,,
XYZ,Nina Indriyani,5,Bagus,,,
XYZ,insani noor alam,5,Bagus,,,
XYZ,FP,5,Pelayanan sangat baik dan sarapan beragam dan enak enak,,,
XYZ,Juherman Abdullah,5,Mantap harga murah fasilitas ok makanan enak2,,,
XYZ,PS,5,Tidak pernah kecewa. Selalu pengalaman yang menyenangkan,,,
XYZ,WG,5,Bagus,,,
XYZ,YP,5,"Nyaman terutama karena staffnya ramah2, khususnya mau ucapin makasih buat mas Yoga yang memberikan pelayanan terbaik dengan bantu buat reservasi online, enak banget ngarahinnya dan helpful banget, will back ASAP",,,
XYZ,Disa Octavianne,5,"Dilayani dengan sangat ramah oleh Mas Wildan... Untuk greeting happy birthday nya ada biaya 50rb, sudah termasuk slice cake dan bed decoration.. Menu sarapan pagi cukup variatif, tp ada beberapa yg agak sedikit taste less... Security nya super ramah dan tanggap..",,,
XYZ,PS,5,Hotel dan makanan sangat bagus seperti biasa. Pertahankan kerja bagus,,,
XYZ,II,5,"Makanan enak, bersih, toiletries oke banget sabun & shamponya juga",,,
XYZ,Putri Intan Permatasari,5,Udah kesekian kali lah nginep dsni..nyaman,,,
XYZ,Patrick Juli Dominggus,5,Sangat bagus,,,
XYZ,IN,5,Baguss bangett,,,
XYZ,Eko Prasetyoningsih,5,"lokasi strategis, sekitaran hotel byk tmpt makan, staf ramah check in dan check out cepat. sdh sering menginap disini. kl kamar sdh ready bs lngsng check in tanpa hrs menunggu jam 2.breakfast enak dan lumayan byk variasinya. smg terus dipertahankan pelayanannya.",,,
XYZ,M HARIYADI RAHMAN,5,Bagus banget,,,
XYZ,Nyimas Febrika,5,Pelayanan dan kebersihan the best,,,
XYZ,Muhammad Ardiansyah,5,Bagus,,,
XYZ,Putratama Adhityo Kreshna,5,Luar biasa pengalamannya,,,
XYZ,RB,5,Sarapannya enak,,,
XYZ,BP,5,Kesekian kalinya nginep di hotel ini dan selalu nyaman,,,
XYZ,Jeremi HS,5,"Comfort hotel, makanan enak, suasananya juga enak. Tempat strategis, banyak kuliner pilihan dekat hotel",,,
XYZ,Lita Aprilia,5,"Unpredictable hotel, dari luar kurang meyakinkan tp pas sampai lobby waah bagus sekali, sayang tdk ambil foto",,,
XYZ,Muhammad Afif Firmansyah,5,"Mantap pokoknya,",,,
XYZ,Rica Tanika,5,"Kamar nyaman, AC juga dingin, sesuai req pokoknya recommended kebetulan kmrn dpt promo tukar poin dr telkomsel JD hanya bayar 168rb saja",,,
XYZ,Iqbal Zulkarnaen,5,"Hotelnya bagus, rapi",,,
XYZ,Aditio Setionurjaya,5,Mantap,,,
XYZ,BW,5,"Kamarnya lega, bersih, nyaman, tenang, pelayanan bagus, kolam renang mungil tapi aman buat anak2 kecil berenang, menu sarapan pagi mantap, next time mau nginap lagi.",,,
XYZ,RUDI,5,"Hotelnya bersih, ac dingin, makanannya variatif dan enak. cek in gampang. next time pasti datang lagi",,,
XYZ,Arif Basuki Wibowo,5,Tempat bagus rekomendasi menggunakan hotel ini,,,
XYZ,eko prasetyoningsih,5,"lokasi strategis, kamar sesuai deskripsi, staf ramah2, menu sarapan jg enak dan byk variasi sdh sering menginap dsini. hny 1 yg agak krg kamar mandi di shower tdk ada pintunya jd kl mandi air kluar ke wastafel, fasilitas kamar lainnya ok dan lumayan lengkap. tks dprima tangerang dan tiket. com",,,
XYZ,MS,5,"Semuanya okey, mulai dari kamar, fasilitas dan makan paginya berlimpah. Fasilitas fitness mungkin perlu banyak perbaikan yaaa",,,
XYZ,Ida Ayoemay Eka Arnie,5,"Hotelnya bersih, makanannya enakk semua, untuk hari ini agak kurang asin di makannnya semoga bsa lebih ditingkatkan lagi overall udah okeeee bgt",,,
XYZ,Maudy Sarlita,5,"Bagus, rapih, terbaik pokoknya. Cuma waktu check in lama bgt nunggunya, harusnya jam 1 tapi malah jam 3, mungkin karna rame ya.",,,
XYZ,nurulita anisa sari,5,"Puas nginep disini staff nya super ramah bgt,ak request kamar yg terlihat pemandangan sampe di cariin kamar yg ada view nya. Terima kasih ya",,,
XYZ,Endi Yanti,5,"Nyaman, bersih. Makanannya enak",,,
XYZ,okta oktaa,5,Mantaaapp,,,
XYZ,INDRA RESTU KURNIAWAN,5,"hotel nya bersih, nyaman dan paling penting makanan nya enak",,,
XYZ,Otheniel Hia,5,Hotelnya nyaman,,,
XYZ,Ahdiyani,5,Tempat dan Layanan Terbaik,,,
XYZ,Risa Arini,5,"Pelayanan bagus, kamar nyaman krn bersih, suasana mnyenangkan, fasilitas sesuai, harga diskonnya ğ??ğ?»ğ??ğ?»ğ??ğ?»",,,
XYZ,Toshiyuki,5,Staf yang baik dan keramahan yang baik,,,
XYZ,ZF,5,"Bagus hotelnya, bersih, sarapannya enak, ada kolam berenangnya didepan.",,,
XYZ,Elvi Jesica Berutu,5,"Hotelnya bagus dan bersih banget, pelayan ramah ramah dan makananya jg enak2",,,
XYZ,Riandy Putra Salim,5,Sempurnaaa,,,
XYZ,SU,5,Hotel bersih fasilitas baik,,,
XYZ,Yusuf Kurniawan,5,Sarapan enak dan banyak variasi Kolam renang nyaman Lokasi strategis,,,
XYZ,Helmi Setyawan,5,Lebih baik manajemen skrg dan makanan banyak pilihan,,,
XYZ,Musdalifah Mustafa,5,Good.. Staycation yg menyenangkan..mulai dr pelayanannya..thanks to wildan..kamaar n makananny..,,,
XYZ,AL,5,"Good, nyaman, dan bersih. Terimakasih",,,
XYZ,finsca nahusona,5,Pelayanan nya sangat baik dan kami puas,,,
XYZ,Gisela Widyasanti,5,Bagus,,,
XYZ,Dimas Bowo Kuncoro,5,Tempatnya nyaman,,,
XYZ,Nafis faisal Nur Hidayat,5,"the best lah pokoknya, tamu luar negeri nya seneng bet disini",,,
XYZ,Rulla Hasna Fithriyyah,5,Keseluruhan okeee,,,
XYZ,Novita Sari,5,kamar bersih banget.,,,
XYZ,Faiq Shalahudin,5,Bagus,,,
XYZ,CH,5,Lumayan bagus,,,
XYZ,MD,5,"Kamar bagus, fasilitas memadai. Superb",,,
XYZ,Nico Andri Aruan,5,Kamar bagus tapi kesan pertama masuk itu apek. Mungkin next time bisa diperbaiki Menu sarapanya kurang variatif tapi soal rasa enak 9/10 semuanya. Next time pasti mampir lagi nginep disini lagi kalo ke Tangerang. ğ???,,,
XYZ,Sri Ahdiyani,5,Tempat Terbaik Layanan Baik Saya akan mengulangi tinggal lagi,,,
XYZ,Niky Asih Winarno,5,Terima kasih,,,
XYZ,Anugerah Perdana,5,Bagus,,,
XYZ,Andrea Phuruhita,5,hotel bintang 5 harga kaki 5,,,
XYZ,RL,5,gilaaa sihhh kereen bgt ini hotel kamar luass bersih loby geude pooll suka sukaaa,,,
XYZ,arindra widodo,5,"dapat kamar 620 , ac nya berisik klo kipasnya bunyi",,,
XYZ,eko prasetyoningsih,5,"alhamdulilah dapat kamar yg free upgrade ke suite, kmrn ada masalah check in dr pihak tiket dan hotel, tp cs tiket dan pihak hotel cepat tanggap, staf hotel ramah2, sarapan jg lumayan enak. lokasi hotel jg mudah dijangkau dan sekitaran hotel byk tempat makan.. senang menginap disini. tks d prima hotel tangerang smg tetap dipertahankan lg dan sukses selalu",,,
XYZ,Hera Rosalia,5,"Alhamdulillah nyaman dan ramah bgt karyawannya, terima kasih yaa atas pelayanannya",,,
XYZ,Solikul Imam,5,sangat bagus dan staf reception sangat membantu.. kamar bersih yg perlu diperbaiki mgkn suara dr luar masih kedengar mgkn bs diperbaiki peredam kamarnya selebihnya bagus semua,,,
XYZ,YY,5,"Pelayanan nya ok banget, staff nya ramah ramah semua, di kasih free upgrade ke executive room. Makanan nya enak enak pokok nya the bestğ??ğ?»",,,
XYZ,Albert Iskandar,5,BAGUS BERSIH LENGKAP CUMA AC KURANG DINGIN,,,
XYZ,Dina Setya,5,Mantaabbbbbbbbbbbbbb,,,
XYZ,KK,5,Bagus,,,
XYZ,MI,5,"Terima kasih MBA Novi, dia sangat membantu ketika saya meninggalkan kartu saya",,,
XYZ,aditya wirangga,5,nyaman buat nginap dekat bandara soetta,,,
XYZ,PUTRI LESTARI,5,"suasana hotalnya bagus, bersih, kamar rapi",,,
XYZ,AR,5,overall oke tp kolam renang kecil dan kaca pembatas shower dengan toilet terlalu kecil jd air basah sampai ke toilet2,,,
XYZ,PM,5,"Keren, ga nyesel deh pokoknya menginap di hotel ini",,,
XYZ,Bambang Trianto,5,"pelayanan bagus, makanan enak, kamar bersih",,,
XYZ,PP,5,"Pelayanan baik , makanan enak",,,
XYZ,Bagus Hady,5,mantap sekali petugasnya ramah dan baik dalam.memberikan informasi kepada pengunjung,,,
XYZ,HW,5,sayang banget sarapan harus di antar ke kamar. padahal makanannya enakkkkkk banget.. selain itu semuanya awesome luar biasa. next akan balik lagi... semoga keadaan cepat normal,,,
XYZ,RP,5,"nice place, thank you allium",,,
XYZ,MM,5,Overall bagus dan nyaman,,,
XYZ,ML,5,"Good overall , pelayanan ramah",,,
XYZ,HG,5,"Tempat yang bagus, layanan bersih, cepat",,,
XYZ,HG,5,"bersih, petugas ramah, best service hospitality",,,
XYZ,Konita Eka Destyasari,5,"dari mulai lobby sampai kamar bersih, makanan nya enak banget, dan petugas di sana ramah ramah banget, ini sudah ke sekian kali nginap di allium ğ???",,,
XYZ,DK,5,hotel yg sangat tenang,,,
XYZ,CA,5,nice placeeeeeeeeeee,,,
XYZ,SA,5,goodgoodgoodgoodgood,,,
XYZ,DF,5,"Kolam renang anak lumayanlah, kuenya enak.",,,
XYZ,Li Ching,5,"so far ok, hanya suara anak2 klbmain di lorong terdengar sampai kamar",,,
XYZ,CV,5,seruu intinate bgtbga ada yg ganggu,,,
XYZ,IS,5,"kamar nyaman dan sangat bersih, dan dapet pemandangan yang bagus",,,
XYZ,VN,5,enak nyaman walau agak kotor tp nyaman,,,
XYZ,Raka Antara,5,sangat luar biasa,,,
XYZ,DA,5,"Aku dan suami aku happy banget bisa staycation di Hotel ini, kamarnya luas dan fasilitas nya keren dan lagi diskon jd murah banget. kami pasti bakal balik lg ke hotel ini. keren sih pake banget bangettt ğ??ğ??",,,
XYZ,MY,5,mantap. nyaman banget dah pokonya,,,
XYZ,SD,5,"Greatt, bersih, ramah staffnya, cuman makanannya kurang enak",,,
XYZ,Fauzi Mumbunan,5,"Lumayan lah, bagus bersih",,,
XYZ,Sylvia Putri Armadi,5,"bagus, bersih, baik pelayanannya",,,
XYZ,FAJAR KURNIAWAN,5,sangaaaaaaat memuaskan,,,
XYZ,VA,5,"Hotelnya bersih, pelayanannya cepat dan maksimal. pegawainya semua ramah mulai dari security, receptionist sampai cleaningnya.",,,
XYZ,PS,5,sangat bagus..!! Pasti akan kembali,,,
XYZ,DK,5,hotel yg bersih dengan pelayanan yg sangat cepat pas hendak checkin apalagi dengan dilayanani cruew reception nya bernama Fenny dan Jesselyn,,,
XYZ,AP,5,pelayanan dan kualitas terbaik,,,
XYZ,DS,5,Tempat bagus dan bersih dan pelayanan baik sekali dan ramah. Wajib nginep kalau tinggal ditagerang,,,
XYZ,EK,5,Menarik banget menginap disini,,,
XYZ,LA,5,Sangat bagus dan dekat lokasi saya,,,
XYZ,MM,5,Menyenangkan,,,
XYZ,DS,5,pasti bakalan nginep sini lg sih. harga sepadan sama kualitas. kamarnya tidak terlalu luas. tp servicenya good bgt. sarapannya juga enak dan beragam. thankyou Allium hotel.,,,
XYZ,Verified traveler,5,Staf sangat rendah hati dan mereka membantu kami dengan baik,,,
XYZ,Asi Julita,5,"Kamar luas, lokasi strategis. Belum coba breakfast sih mudah mudahan oke lah. Pelayanan ramah.",,,
XYZ,FA,5,Lokasi strategis dekat stasiun,,,
XYZ,Verified traveler,5,Bagian terbaik dari pengalaman hotel adalah staf yang ramah.,,,
XYZ,Verified traveler,5,"SATFF sangat baik dan membantu menjadi tikus pertama saya di negara itu, GM tempat itu membawa saya keluar untuk makan siang mereka berhenti dan meluangkan waktu untuk membantu menunjukkan hal -hal keren untuk diperiksa akhirnya mengobrol selama 3 jam atau lebih dan cucian saya masih berbau yang luar biasa untuk semua tempat yang luar biasa untuk menghidupkan semua tempat yang luar biasa dan lezat yang luar biasa seperti yang luar biasa seperti yang luar biasa.",,,
XYZ,SAMEER,5,cantik dan tenang,,,
XYZ,KEK,5,Kami dapat memesan mobil hotel dengan mudah. Pengemudi dapat menunggu kami dengan sabar bahkan kami terlambat sesekali,,,
XYZ,Verified traveler,5,"Sarapan perlu ditingkatkan, menyarankan berbagai macam makanan setiap hari.",,,
XYZ,Mahsa,5,Dibutuhkan sekitar satu jam ke bandara.,,,
XYZ,mani,5,Itu yang terbaik. Stafnya sangat baik dan ramah. Kamar -kamarnya sempurna !!,,,
XYZ,Ahmad Ramli,5,Tinggal dengan damai di hotel ini dan staf dengan sangat ramah.,,,
XYZ,Louis,5,Hebat saya suka hotel yang nyaman dan staf luar biasa luar biasa bahwa mengapa membuat hotel ini lebih baik untuk kembali lagi,,,
XYZ,Bruce,5,"Ini adalah hotel yang sangat bagus. Itu tidak mungkin jauh lebih baik. Cantik, layanannya luar biasa, dan bersih. Layanan kamarnya enak dan makanannya sangat enak. Makanan adalah penawaran terbaik, sedangkan minuman yang semuanya non-alkohol juga sangat mahal tapi bagus. Jika Anda ingin menabung, beli botol atau dapat minum dan memasukkannya ke dalam lemari es Anda di kamar Anda. Anda akan menyimpan sedikit. Ruangan itu bersih dan cantik dan sangat nyaman. Kamar mandinya cantik dan memiliki banyak air panas. Sarapan prasmanan sangat bagus, dengan sekitar 3-4 masakan sarapan yang berbeda setiap hari. Jika Anda ingin sarapan barat, itu ada di sana. Jika Anda menginginkan Cina atau Sushi atau Indonesia, itu ada di sana juga. Jus, susu, kopi, latte, donat, muffin, dan banyak lagi. Ini fantastis!",,,
XYZ,Tiur,5,"Luar biasa berpengalaman. Untuk orang Indonesia dan orang asing sangat disarankan untuk memilih menginap di hotel ini. 30 menit untuk sampai ke bandara bukanlah apa -apa, karena masa menginap Anda indah di hotel ini. Bandingkan cobalah untuk mendapatkan bandara terdekat tetapi harus memiliki kamar dengan air kotor, tidak murah juga, kamar sempit, layanan rendah. Suami saya dan saya diberkati bahwa kami menemukan hotel ini .... itu super",,,
XYZ,Keehyung,5,"Itu lebih dari yang saya harapkan. Itu bersih, dan nyaman. Dan, itu memberikan antar -jemput gratis dari hotel ke bandara. Layanan staf memuaskan.",,,
XYZ,Verified traveler,5,"Kamar bersih yang bagus, nikmati kolam renang yang hangat, nikmati sarapan prasmanan, ambil tepat waktu van pesawat ulang -alik, staf yang ramah, berharap untuk kembali lagi untuk kunjungan berikutnya.",,,
XYZ,Nofelina Samosir,"4,8",Kamar lumayan luas. Bersih. Ada hairdryer juga. Hanya pengalaman pertama liftnya ada gangguan,,,
XYZ,Lidya Christina,"4,8",Kamar bagus. Tidak buruk untuk kunjungan singkat. Dekat bandara.,,,
XYZ,Erwin Tarigan,"4,8",Mengejutkan .. ...........,,,
XYZ,Tika Putri,"4,8",okeee dan semuanya nyaman.. cuma suara kreta masuk kamar ajaa sihğ???,,,
XYZ,RAMDHANI MARTUA HARAHAP,"4,8",Hidangan penutup enak. Kolam renang infinity cantik. Tempat parkir terawat baik. Staf penuh perhatian.,,,
XYZ,bn rdty,"4,8",Bagus,,,
XYZ,LC,"4,8",Pelayan yang sigap dan tulus.,,,
XYZ,Putri Cahya Destiani,"4,8","Pengalaman menginap di d'prima Baru tau kalau kolam renangnya itu berada di bawah, kirain di atas Kurang privasi Tempat gym sempit hehe ada beberapa alat yg kurang berfungsi Untuk teh kopi dan gula hanya di kasih satu satu, sedangkan hotel yg lain kopi sachet di kasih banyak Sabunnya licin ga keset, WiFi kenceng Kamar standar, Makanannya enak banget banyak pilihannya , ada makanan Nusantara ada makanan western Parkir ok tidak di pungut biaya, Aku suka lapis surabayanya,",,,
XYZ,Eko Prasetyoningsih,"4,8","Pelayanannya bagus, resepsionisnya baik dan ramah sekali. Bagian Cleaning service-nya juga langsung gercep waktu saya bilang mau pinjam setrikaan. Dan yang lebih memuaskan lagi untuk saya, kamarnya nyaman dan cukup besar untuk harga segitu, kamar mandi bersih, breakfast-nya banyak macamnya dan enak-enak. Puas sekali pokoknya ğ??? Oh iya, kebetulan saya kemarin pakai point saya, jadi yang awalnya harga 360an, jadi 250k. Tentu saja ini worth it sekali ğ??? Sayang sekali ngga sempet menggunakan fasilitas fitness-nya karena saya ada interview kerja pagi-pagi. Overall, terima kasih kepada seluruh pegawai D'Prima Hotel Tangerang ğ???",,,
XYZ,Natal Pangondian Siagian Junior,"4,8",Recommended Banget,,,
XYZ,Stefani Stefani,"4,8","Nyaman hotelnya, kamarnya luas, lokasi juga mudah diakses ğ??",,,
XYZ,JC,"4,8",Recommended! Suasananya nyaman.,,,
XYZ,GR,"4,8","Senang, terima kasih",,,
XYZ,IYAN Permana,"4,8",staff nya ramah2..,,,
XYZ,SJ,"4,8",selalu menyenangkan bisa mengeinap disni,,,
XYZ,I,"4,8",Bagus hotel nya kolam nya jg bersih,,,
XYZ,PA,"4,8","rasa makanan nya enak cuma kamarnya biasa aja, tapi pelayanan nya oke staff nya ramah semua dan sangat membantu. tempatnya oke buat staycation dgn view kamar yg bagus",,,
XYZ,MH,"4,8","Kamar oke, kolam renang kurang besar",,,
XYZ,purna pariyanto,"4,8","kamar rapi bersih, untuk pelayanan kamar baik dan fast respon.. bener"" recommend buat nginap dan harga tidak kalah saing",,,
XYZ,AP,"4,8","Kamar sesuai deskripsi. Sekitaran hotel byk jajanan. Staff ramah2. Kmrn dpt kamar 502, byk semut dan kulkas tdk dingin. Mhn kedepannya fasilitas kamar bs dicek kembali. Sarapan rasa enak dan pilihan menu lumayan byk tp tdk byk seperti wkt nginep sebelumnya. Tp menginap beberapa kali disini sangat menyenangkan. Tks dprima tangerang dan tiket.com",,,
XYZ,Shatria Putra Dhartia,"4,8",hotelnya agak ngumpet lokasinya tapi overall bagus dan puas apalagi harganya murah banget,,,
XYZ,AA,"4,8","Kebersihan, kerapihan dan pelayanan nya baik",,,
XYZ,Riska Gininda Arginnovianty,"4,8","Akomodasi ini adalah salah satu favorit saya di Tangerang City. Jangan ragu untuk membawa teman, pasangan, atau keluarga Anda untuk tinggal di sini. Sangat disarankan!",,,
XYZ,AB,"4,8",Semuanya baik -baik saja,,,
XYZ,Leonardo Jauhari,"4,6","sangat senang berlibur disini.. pelayanan nya verry good dan semua staf nya baik dan ramah, sarapannya lumayan lengkap, hanya akses jalannya yang agak susah, but overall oke banget nanti bisa kesini lagi next time, terima kasih ğ??",,,
XYZ,AT,"4,6",Mantap hotelnya,,,
XYZ,Y Grace Sella Putri,"4,6",menyenangkan,,,
XYZ,Velli septiandini,"4,6","Kamarnya luas , overall nice",,,
XYZ,Andrian Ridwan,"4,6",Pokonya pelayanannya bagus. Lokasinya juga strategis dket dgn pusat kota. Seneng bgt bs nginep disini. Agak kurang d parkirannya aja. Ga ada yg rapihin. Interior minimalis.,,,
XYZ,Arthur Sahala Korompis,"4,6",Nilai untuk Uang Oke.,,,
XYZ,Septian Adhi Kurniawan,"4,6",Harganya sebanding dengan apa yang Anda dapatkan. Air panas di kamar mandi.,,,
XYZ,Farida Puspita,"4,6","Kamar nyaman, bersih, staf cepat pelayanannya, dekat dengan akses kereta",,,
XYZ,RP,"4,6",Terletak di zona bisnis. Pelayan yang ramah.,,,
XYZ,ES,"4,6","Saya memesankan akomodasi utk auditor & overall menurut dia oke & memuaskan dari segi kemudahan check-in, fasilitas, pelayanan, makanan dll. Belum lagi harganya sangat terjangkau, mantap dah ğ??",,,
XYZ,LIM ALI SUWANDI,"4,6","Kamar bagus bintang 4 sesuai gambar, Kamar Mandi Bersih dan Fasilitas Lengkap. Fasilitas kolam renang Bagus, tetapi tempat gymnya agak panas ruangannya.",,,
XYZ,GD,"4,6","Makanan ok, Mbak/mas nya ramah semua Hanya yang perlu di tingkatkan, kebersihan lantai kamar, blm di bersihkan ketika saya masuk",,,
XYZ,M Ridha Zulkarnaen,"4,6",Ok lah cuma lokasi sepi,,,
XYZ,AP,"4,6","lokasi dekat dari bandara, sarapan banyak pilihan",,,
XYZ,Chusniah Chusniah,"4,6","Kolam renang nya bersih, makanannya enak dan pelayanan nya ramah ramah",,,
XYZ,Rizky Amelia,"4,6","Tempat strategis, makanan cukup bnyk variasinya tp dari masuk lobby baunya agak kurang sedap mohon agar dpt diperbaiki",,,
XYZ,Angelita Sisanti,"4,6","Nyaman, dan wangiii... Jalan di lorong ada aroma therapy yg bikin rileks...",,,
XYZ,Nurhafidhoh Nurhafidhoh,"4,6","Untuk harga segitu worth it banget sih, paling suka menu makanannya dengan harga terjangkau sangat recomended. Pelayanannya juga ramah, letak strategis. Pokoknya bisa buat langganan",,,
XYZ,ratna istiana,"4,6","AC kamar suka panas,klw gak di complain sllu panas",,,
XYZ,M Rangga AR,"4,6","Pelayanannya Luar biasa bintang 10 kalo bisa...kebersihan lumayan, posisi kamar di ujung viewnya keren bangak jendela...kekurangannya lantai kamar mandi harusnya pakai granite kasar supaya gak licin",,,
XYZ,Noriki Pranoto Hasegawa,"4,6","Hotel akses mudah , fasilitas mulai sisir sikat dan casingnya bagus, dan handuk bersih, walaupun ada kendala sedikit di dalam kamar ada banjir sedikit, tapi ditangani hanya saja solusinya keset saya di pakai. ğ??ğ?»ğ??ğ?»ğ???ğ?¥²",,,
XYZ,SC,"4,6","Hotelnya bersih, nyaman, staf nya ramah ramah, kamar mandinya juga bersih. Shower berfungsi semua, sabun sama shampoo nya juga terisi full. Pokoknya gak nyesel nginep disini",,,
XYZ,Saras tri Wulandari,"4,6","Jujur petugas depan nya kurang cekatan.. Proses chekin agak lama 15 menitan, kamar its okay bagus lah Cuma debu nya banyak sama yang utama SEMUT! Naro makanan 1 menit langsung disemutinğ???",,,
XYZ,PD,"4,6","Tempat nyaman, pelayanan sangat baik, kamar bersih. Pertahankan dan ditingkatkan",,,
XYZ,LL,"4,6",Hotel bagus kamar oke. Recommended,,,
XYZ,HM,"4,6",Bisa Early Checkin dan Late Checkin,,,
XYZ,IMADE SOMA PUTRA ANTARNUSA,"4,4",Lounge nyaman banget.,,,
XYZ,NN,"4,4","Lantai nya lengket, tapi yg lain nya bagus",,,
XYZ,Nurman Nurman,"4,4","Nice, baguss, tapi kemarin sempat kesal juga AC gak dingin jadi saya kontak teknisinya utk ditambah freon dan kulkas juga gak dingin terpaksa saya mau minum dingin harus turun keluar hotel, mohon untuk manajemen agar kondisi kamar di cek pastikan semua lengkap dan berfungsi dengan baik, karena kita check in bayar kan tahu nya kondisi siap pakai tanpa ada masalah",,,
